PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
217466	2359857	The election will be clean and pure.	The election will be clean and pure	112123440	1474830777084	1474830777208	u	85
217466	2359857	The election will be clean and pure.	The election will be clean and pure	112123444	1474830777302	1474830777446	r	82
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123744	1474830777393	1474830790789	e	69
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123670	1474830788804	1474830789088	SHIFT	16
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123672	1474830789016	1474830789119	S	83
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123674	1474830789135	1474830789232	o	79
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123680	1474830789206	1474830789334	u	85
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123683	1474830789334	1474830789437	r	82
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123687	1474830789577	1474830789717	c	88
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123736	1474830790207	1474830790289	BKSP	8
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123738	1474830790567	1474830790671	BKSP	8
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123740	1474830790640	1474830790773	c	67
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123748	1474830790852	1474830790983	s	83
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123750	1474830790938	1474830791055	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123752	1474830791087	1474830791204	s	83
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123796	1474830791260	1474830791419	s	65
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123799	1474830791450	1474830791539	i	73
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123802	1474830791821	1474830791937	d	68
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123805	1474830792919	1474830792975	BKSP	8
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123807	1474830793053	1474830793109	BKSP	8
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123809	1474830793187	1474830793242	BKSP	8
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123812	1474830793759	1474830793823	i	73
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123814	1474830793791	1474830793889	d	68
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123818	1474830793889	1474830793991	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123811	1474830793991	1474830794074	t	84
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123813	1474830794074	1474830794159	h	72
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123816	1474830794159	1474830794260	a	65
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123819	1474830794211	1474830794320	t	84
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123831	1474830794260	1474830794362	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123834	1474830794393	1474830794520	t	84
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123837	1474830794492	1474830794591	h	72
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123840	1474830794591	1474830794696	e	69
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123842	1474830794676	1474830794779	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123844	1474830794810	1474830794971	o	79
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123860	1474830795044	1474830795141	f	70
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123861	1474830795203	1474830795288	f	70
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123862	1474830795288	1474830795361	i	73
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123863	1474830795377	1474830795506	c	67
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123864	1474830795506	1474830795625	e	69
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123877	1474830795652	1474830795784	r	82
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123878	1474830795760	1474830795860	s	83
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123879	1474830795876	1474830795978	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123880	1474830795978	1474830796092	w	87
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123881	1474830796092	1474830796176	i	73
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123922	1474830796289	1474830796344	l	76
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123923	1474830796409	1474830796528	l	76
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123924	1474830797239	1474830797329	BKSP	8
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123925	1474830798069	1474830798183	l	76
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123926	1474830798130	1474830798244	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123928	1474830798276	1474830798400	b	66
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123952	1474830798346	1474830798463	e	69
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123955	1474830798384	1474830798463	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123957	1474830798585	1474830798624	-	189
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123961	1474830798624	1474830798696	p	80
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123965	1474830798663	1474830798809	a	65
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123969	1474830798931	1474830799043	r	82
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123973	1474830799106	1474830799224	t	84
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112123998	1474830799197	1474830799296	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124000	1474830799312	1474830799417	o	79
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124001	1474830799381	1474830799496	f	70
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124002	1474830799527	1474830799598	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124004	1474830800006	1474830800144	t	84
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124049	1474830800144	1474830800243	j	72
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124050	1474830800305	1474830800446	e	69
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124052	1474830800676	1474830800764	BKSP	8
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124053	1474830800842	1474830800915	BKSP	8
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124054	1474830801024	1474830801099	e	69
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124055	1474830801099	1474830801183	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124056	1474830801376	1474830801511	c	67
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124058	1474830801558	1474830801617	o	79
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124072	1474830801690	1474830801767	o	79
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124077	1474830801798	1474830801851	r	82
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124081	1474830802232	1474830802332	d	68
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124082	1474830802332	1474830802376	i	73
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124083	1474830802478	1474830802527	n	78
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124084	1474830802571	1474830802635	q	65
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124086	1474830802635	1474830802733	t	84
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124088	1474830802733	1474830802856	i	73
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124103	1474830802816	1474830802947	o	79
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124105	1474830802963	1474830803080	n	78
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124107	1474830803034	1474830803164	 	32
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124108	1474830803200	1474830803343	o	79
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124109	1474830803317	1474830803385	f	70
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124110	1474830803479	1474830803576	f	70
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124126	1474830803551	1474830803649	i	73
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124128	1474830803649	1474830803835	c	67
217466	2359862	Sources said the officers will be part of the coordination office.	Soures said that the officers will be -part of the coordinaqtion office	112124129	1474830803769	1474830803913	e	69
217466	2359876	I know several who work there.	i know several who workd there	112124224	1474830808751	1474830808858	i	73
217466	2359876	I know several who work there.	i know several who workd there	112124226	1474830808823	1474830808937	 	32
217466	2359876	I know several who work there.	i know several who workd there	112124228	1474830808983	1474830809134	k	75
217466	2359876	I know several who work there.	i know several who workd there	112124230	1474830809149	1474830809239	n	78
217466	2359876	I know several who work there.	i know several who workd there	112124232	1474830809270	1474830809323	o	79
217466	2359876	I know several who work there.	i know several who workd there	112124255	1474830809323	1474830809390	w	87
217466	2359876	I know several who work there.	i know several who workd there	112124256	1474830809530	1474830809574	 	32
217466	2359876	I know several who work there.	i know several who workd there	112124257	1474830809606	1474830809735	s	83
217466	2359876	I know several who work there.	i know several who workd there	112124258	1474830809735	1474830809839	e	69
217466	2359876	I know several who work there.	i know several who workd there	112124259	1474830810216	1474830810344	v	86
217466	2359876	I know several who work there.	i know several who workd there	112124260	1474830810321	1474830810470	e	69
217466	2359876	I know several who work there.	i know several who workd there	112124261	1474830810470	1474830810576	r	82
217466	2359876	I know several who work there.	i know several who workd there	112124262	1474830810553	1474830810658	a	65
217466	2359876	I know several who work there.	i know several who workd there	112124264	1474830810607	1474830810727	l	76
217466	2359876	I know several who work there.	i know several who workd there	112124266	1474830810705	1474830810804	 	32
217466	2359876	I know several who work there.	i know several who workd there	112124268	1474830810804	1474830810921	w	87
217466	2359876	I know several who work there.	i know several who workd there	112124320	1474830810921	1474830811039	o	79
217466	2359876	I know several who work there.	i know several who workd there	112124321	1474830811696	1474830811791	BKSP	8
217466	2359876	I know several who work there.	i know several who workd there	112124322	1474830811838	1474830811909	h	72
217466	2359876	I know several who work there.	i know several who workd there	112124323	1474830811940	1474830811992	o	79
217466	2359876	I know several who work there.	i know several who workd there	112124324	1474830812927	1474830813009	 	32
217466	2359876	I know several who work there.	i know several who workd there	112124325	1474830813071	1474830813221	w	87
217466	2359876	I know several who work there.	i know several who workd there	112124370	1474830813648	1474830813726	o	79
217466	2359876	I know several who work there.	i know several who workd there	112124371	1474830813741	1474830813795	r	82
217466	2359876	I know several who work there.	i know several who workd there	112124372	1474830813842	1474830813957	k	75
217466	2359876	I know several who work there.	i know several who workd there	112124375	1474830813973	1474830814075	d	68
217466	2359876	I know several who work there.	i know several who workd there	112124376	1474830814422	1474830814526	 	32
217466	2359876	I know several who work there.	i know several who workd there	112124419	1474830814526	1474830814611	t	84
217466	2359876	I know several who work there.	i know several who workd there	112124422	1474830814611	1474830814693	h	72
217466	2359876	I know several who work there.	i know several who workd there	112124425	1474830814928	1474830814986	BKSP	8
217466	2359876	I know several who work there.	i know several who workd there	112124428	1474830815880	1474830815952	h	72
217466	2359876	I know several who work there.	i know several who workd there	112124431	1474830815928	1474830816059	e	69
217466	2359876	I know several who work there.	i know several who workd there	112124434	1474830816059	1474830816160	r	82
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124744	1474830816113	1474830825976	e	69
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124603	1474830821188	1474830821566	SHIFT	16
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124606	1474830821491	1474830821566	I	73
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124609	1474830821582	1474830821682	 	32
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124612	1474830821698	1474830821785	a	65
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124616	1474830821800	1474830821896	m	77
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124632	1474830821852	1474830821985	 	32
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124634	1474830821985	1474830822066	s	83
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124635	1474830822066	1474830822183	o	79
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124636	1474830822230	1474830822317	r	82
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124637	1474830822392	1474830822482	r	82
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124638	1474830822482	1474830822600	y	89
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124648	1474830822556	1474830822642	 	32
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124650	1474830822736	1474830822880	y	89
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124654	1474830822833	1474830823000	o	79
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124656	1474830822951	1474830823068	u	85
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124659	1474830823000	1474830823130	 	32
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124661	1474830823130	1474830823296	h	72
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124670	1474830823249	1474830823401	a	65
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124671	1474830823526	1474830823602	d	68
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124672	1474830823633	1474830823734	 	32
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124673	1474830823750	1474830823814	t	84
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124674	1474830823877	1474830823936	o	73
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124712	1474830824887	1474830824928	BKSP	8
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124715	1474830825001	1474830825072	BKSP	8
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124718	1474830825399	1474830825486	o	79
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124720	1474830825486	1474830825571	 	32
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124722	1474830825571	1474830825669	c	67
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124725	1474830825669	1474830825839	o	79
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124743	1474830825811	1474830825881	m	77
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124746	1474830825947	1474830826036	 	32
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124749	1474830826129	1474830826256	i	73
217466	2359884	I am sorry you had to come in.	I am sorry you had to coe in	112124753	1474830826219	1474830826319	n	78
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125012	1474830833128	1474830833563	SHIFT	16
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125008	1474830833405	1474830833531	T	84
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125016	1474830833625	1474830833742	h	72
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125019	1474830833717	1474830833814	i	73
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125022	1474830833771	1474830833884	s	83
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125027	1474830833884	1474830834000	 	32
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125040	1474830834000	1474830834084	h	72
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125042	1474830834115	1474830834233	a	65
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125044	1474830834311	1474830834400	s	83
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125046	1474830834400	1474830834517	 	32
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125048	1474830834639	1474830834797	n	78
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125060	1474830834797	1474830834901	o	79
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125062	1474830834963	1474830835083	w	87
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125063	1474830835083	1474830835168	 	32
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125065	1474830835340	1474830835436	b	66
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125066	1474830835436	1474830835536	e	69
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125089	1474830835601	1474830835710	c	67
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125091	1474830835914	1474830836035	o	79
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125094	1474830836035	1474830836136	m	77
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125097	1474830836151	1474830836282	e	69
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125100	1474830836282	1474830836338	 	32
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125124	1474830836338	1474830836437	t	84
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125126	1474830836485	1474830836554	h	72
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125128	1474830836585	1474830836686	e	69
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125130	1474830836686	1474830836786	 	32
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125132	1474830836864	1474830837030	m	77
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125138	1474830836983	1474830837106	o	79
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125141	1474830837041	1474830837184	s	83
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125146	1474830837184	1474830837271	t	84
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125151	1474830837286	1474830837385	 	32
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125156	1474830837479	1474830837621	p	80
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125192	1474830837556	1474830837691	r	82
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125194	1474830837649	1474830837769	e	69
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125199	1474830837831	1474830837923	s	83
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125205	1474830837985	1474830838105	s	83
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125212	1474830838105	1474830838155	i	73
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125273	1474830838280	1474830838387	n	71
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125275	1474830838921	1474830839005	BKSP	8
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125277	1474830839067	1474830839139	BKSP	8
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125280	1474830839233	1474830839317	n	78
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125284	1474830839292	1474830839388	g	71
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125286	1474830839472	1474830839510	 	32
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125288	1474830839806	1474830839953	s	83
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125290	1474830840000	1474830840106	t	84
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125323	1474830840106	1474830840175	o	79
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125324	1474830840315	1474830840468	r	82
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125325	1474830840615	1474830840758	y	89
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125326	1474830840822	1474830840957	 	32
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125327	1474830840990	1474830841158	i	73
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125331	1474830841134	1474830841246	n	78
217466	2359894	This has now become the most pressing story in the capital.	This has now become the most pressing story in tyhe capital	112125334	1474830841198	1474830841317	 	32
